X,Y,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,couleur,OBJECTID
5.721223531946949,45.182204051895582,2019-02-18T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,38185,GRENOBLE,3,1,4,5,0,#FFFF00,1106
4.378770164543433,45.430241460488233,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,42218,SAINT-ETIENNE,3,0,4,2,0,#C3F001,1107
5.908828321553564,45.583608373563358,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,73065,CHAMBERY,3,0,4,4,0,#C3F001,1108
6.118078687166492,45.90162885267798,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,74010,ANNECY,3,0,4,4,0,#C3F001,1109
6.24348079886706,46.191081896603691,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,74012,ANNEMASSE,3,0,4,4,0,#C3F001,1110
4.913633947359044,44.922557894514313,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,26362,VALENCE,2,0,4,3,0,#C3F001,1111
3.115402119528298,45.785910860322574,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,63113,CLERMONT-FERRAND,1,0,4,2,0,#C3F001,1112
5.273890123731241,45.60244173974592,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,38053,BOUGOIN JALLIEU,2,0,4,3,0,#C3F001,1113
4.880867683209186,45.520826183303178,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,38544,VIENNE,2,0,4,3,0,#C3F001,1114
4.079975502436496,46.045170882414801,2019-02-18T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,42187,ROANNE,1,0,5,2,0,#FFFF00,1115
6.34583362879275,45.271798066998294,2019-02-18T00:00:00.000Z,3,Bon,ATMO AURA,EPCI,73248,SAINT-JEAN-DE-MAURIENNE,2,3,3,3,0,#99E600,1116
6.924013490641766,45.931263030614758,2019-02-18T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,74056,CHAMONIX,3,0,4,5,0,#FFFF00,1117
6.404331024115779,45.668298627720873,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,73011,ALBERTVILLE,3,0,4,4,0,#C3F001,1118
6.579641082262796,46.063195625900555,2019-02-18T00:00:00.000Z,6,Médiocre,ATMO AURA,EPCI,74081,CLUSES,3,0,3,6,0,#FED201,1119
5.245592261099483,46.205012156164457,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,01053,BOURG-EN-BRESSE,1,0,4,2,0,#C3F001,1120
5.021377575727962,46.12383025563495,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,01328,ROMAN-SUR-ISERE,2,0,4,3,0,#C3F001,1121
3.326661998942255,46.562705870020181,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03190,MOULINS-SUR-ALLIER,2,0,4,3,0,#C3F001,1122
3.424423178685842,46.129939570407743,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03310,VICHY,1,0,4,2,0,#C3F001,1123
2.441553703695691,44.924465587463928,2019-02-18T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,15014,AURILLAC,1,0,5,2,0,#FFFF00,1124
2.603707933572202,46.339026665599768,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03185,MONTLUCON,3,0,4,2,0,#C3F001,1125
3.895603471707847,45.027786344166515,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,43157,LE PUY-EN-VELAY,3,0,4,2,0,#C3F001,1126
3.132593686753789,45.894350072768425,2019-02-18T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,63300,RIOM,3,0,4,3,0,#C3F001,1127
4.836352717149829,45.75491104549193,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,69123,LYON,4,0,3,5,0,#FFFF00,1128
5.721223531946949,45.182204051895582,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,38185,GRENOBLE,4,1,3,5,0,#FFFF00,1129
4.378770164543433,45.430241460488233,2019-02-19T00:00:00.000Z,3,Bon,ATMO AURA,EPCI,42218,SAINT-ETIENNE,3,0,3,3,0,#99E600,1130
5.908828321553564,45.583608373563358,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,73065,CHAMBERY,3,0,4,4,0,#C3F001,1131
6.118078687166492,45.90162885267798,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,74010,ANNECY,3,0,3,5,0,#FFFF00,1132
6.24348079886706,46.191081896603691,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,74012,ANNEMASSE,4,0,3,5,0,#FFFF00,1133
4.913633947359044,44.922557894514313,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,26362,VALENCE,4,0,4,4,0,#C3F001,1134
3.115402119528298,45.785910860322574,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,63113,CLERMONT-FERRAND,4,0,4,4,0,#C3F001,1135
5.273890123731241,45.60244173974592,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,38053,BOUGOIN JALLIEU,2,0,4,4,0,#C3F001,1136
4.880867683209186,45.520826183303178,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,38544,VIENNE,4,0,4,5,0,#FFFF00,1137
4.079975502436496,46.045170882414801,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,42187,ROANNE,3,0,4,3,0,#C3F001,1138
6.34583362879275,45.271798066998294,2019-02-19T00:00:00.000Z,3,Bon,ATMO AURA,EPCI,73248,SAINT-JEAN-DE-MAURIENNE,2,1,3,3,0,#99E600,1139
6.924013490641766,45.931263030614758,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,74056,CHAMONIX,3,0,4,5,0,#FFFF00,1140
6.404331024115779,45.668298627720873,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,73011,ALBERTVILLE,3,0,4,4,0,#C3F001,1141
6.579641082262796,46.063195625900555,2019-02-19T00:00:00.000Z,6,Médiocre,ATMO AURA,EPCI,74081,CLUSES,3,0,4,6,0,#FED201,1142
5.245592261099483,46.205012156164457,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,01053,BOURG-EN-BRESSE,5,0,4,4,0,#FFFF00,1143
5.021377575727962,46.12383025563495,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,01328,ROMAN-SUR-ISERE,4,0,4,5,0,#FFFF00,1144
3.326661998942255,46.562705870020181,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03190,MOULINS-SUR-ALLIER,3,0,4,4,0,#C3F001,1145
3.424423178685842,46.129939570407743,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03310,VICHY,2,0,4,3,0,#C3F001,1146
2.441553703695691,44.924465587463928,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,15014,AURILLAC,2,0,4,3,0,#C3F001,1147
2.603707933572202,46.339026665599768,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,03185,MONTLUCON,3,0,4,3,0,#C3F001,1148
3.895603471707847,45.027786344166515,2019-02-19T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,43157,LE PUY-EN-VELAY,3,0,4,4,0,#C3F001,1149
3.132593686753789,45.894350072768425,2019-02-19T00:00:00.000Z,5,Moyen,ATMO AURA,EPCI,63300,RIOM,3,0,4,5,0,#FFFF00,1150
4.836352717149829,45.75491104549193,2019-02-20T00:00:00.000Z,7,Médiocre,ATMO AURA,EPCI,69123,LYON,4,0,3,7,0,#FFAA01,1151
5.721223531946949,45.182204051895582,2019-02-20T00:00:00.000Z,6,Médiocre,ATMO AURA,EPCI,38185,GRENOBLE,4,1,3,6,0,#FED201,1152
4.378770164543433,45.430241460488233,2019-02-20T00:00:00.000Z,4,Bon,ATMO AURA,EPCI,42218,SAINT-ETIENNE,3,0,4,4,0,#C3F001,1153
